type,tickOffset,tickLength,valueRaw,valuePretty,canonical,density
ticksPerQuarter,0,0,480,480,,
keySignature,0,0,-4:0,Ab Major,,
timeSignature,0,0,3:4,3/4,,
setTempo,0,0,500000,120,,
noteOn,0,119,83:60,B5,B5,0.4108
noteOn,0,239,44:60,Ab2,Ab2,0.4108
noteOn,120,119,87:60,Eb6,Eb6,0.3651
noteOn,240,119,83:60,B5,B5,0.3651
noteOn,360,119,80:60,Ab5,Ab5,0.3651
noteOn,480,119,80:60,Ab5,Ab5,0.3651
noteOn,480,3839,56:60,Ab3,Ab3,0.3651
noteOn,480,3839,59:60,B3,B3,0.3651
noteOn,480,1800,63:60,Eb4,Eb4,0.3651
noteOn,600,119,83:60,B5,B5,0.2282
noteOn,720,119,80:60,Ab5,Ab5,0.2282
noteOn,840,119,75:60,Eb5,Eb5,0.2282
noteOn,960,119,75:60,Eb5,Eb5,0.2282
noteOn,1080,119,80:60,Ab5,Ab5,0.2282
noteOn,1200,119,75:60,Eb5,Eb5,0.2282
noteOn,1320,119,71:60,B4,B4,0.2282
noteOn,1440,119,71:60,B4,B4,0.2282
noteOn,1560,119,75:60,Eb5,Eb5,0.2282
noteOn,1680,119,71:60,B4,B4,0.2282
noteOn,1800,119,68:60,Ab4,Ab4,0.2282
noteOn,1920,119,68:60,Ab4,Ab4,0.3651
noteOn,2040,119,71:60,B4,B4,0.3195
noteOn,2160,119,68:60,Ab4,Ab4,0.2739
noteOn,2280,359,63:60,Eb4,Eb4,0.2282
noteOn,2400,78,67:60,G4,G4,0.2739
noteOn,2400,78,70:60,Bb4,Bb4,0.2739
noteOn,2400,239,51:60,Eb3,Eb3,0.2739
noteOn,2400,239,58:60,Bb3,Bb3,0.2739
noteOn,2880,119,83:60,B5,B5,0.3195
noteOn,2880,239,44:60,Ab2,Ab2,0.3195
noteOn,3000,119,87:60,Eb6,Eb6,0.2739
noteOn,3120,119,83:60,B5,B5,0.2739
noteOn,3240,119,80:60,Ab5,Ab5,0.2739
noteOn,3360,119,80:60,Ab5,Ab5,0.2739
noteOn,3360,1800,63:60,Eb4,Eb4,0.2739
noteOn,3480,119,83:60,B5,B5,0.2282
noteOn,3600,119,80:60,Ab5,Ab5,0.2282
noteOn,3720,119,75:60,Eb5,Eb5,0.2282
noteOn,3840,119,75:60,Eb5,Eb5,0.2282
noteOn,3960,119,80:60,Ab5,Ab5,0.2282
noteOn,4080,119,75:60,Eb5,Eb5,0.2282
noteOn,4200,119,71:60,B4,B4,0.2282
noteOn,4320,119,71:60,B4,B4,0.2282
noteOn,4440,119,75:60,Eb5,Eb5,0.2282
noteOn,4560,119,71:60,B4,B4,0.2282
noteOn,4680,119,68:60,Ab4,Ab4,0.2282
noteOn,4800,119,68:60,Ab4,Ab4,0.4108
noteOn,4920,119,71:60,B4,B4,0.3651
noteOn,5040,119,68:60,Ab4,Ab4,0.3195
noteOn,5160,119,63:60,Eb4,Eb4,0.2739
noteOn,5280,78,67:60,G4,G4,0.4564
noteOn,5280,78,70:60,Bb4,Bb4,0.4564
noteOn,5280,239,51:60,Eb3,Eb3,0.4564
noteOn,5280,239,58:60,Bb3,Bb3,0.4564
noteOn,5280,239,63:60,Eb4,Eb4,0.4564
noteOn,5760,239,68:80,Ab4,Ab4,0.5021
noteOn,5760,239,71:80,B4,B4,0.5021
noteOn,5760,239,56:80,Ab3,Ab3,0.5021
noteOn,5760,239,59:80,B3,B3,0.5021
noteOn,5760,239,63:80,Eb4,Eb4,0.5021
noteOn,6240,239,67:90,G4,G4,0.5477
noteOn,6240,239,70:90,Bb4,Bb4,0.5477
noteOn,6240,239,76:90,E5,E5,0.5477
noteOn,6240,239,51:90,Eb3,Eb3,0.5477
noteOn,6240,239,58:90,Bb3,Bb3,0.5477
noteOn,6240,239,64:90,E4,E4,0.5477
noteOn,6720,239,67:100,G4,G4,0.5477
noteOn,6720,239,70:100,Bb4,Bb4,0.5477
noteOn,6720,239,76:100,E5,E5,0.5477
noteOn,6720,239,51:100,Eb3,Eb3,0.5477
noteOn,6720,239,58:100,Bb3,Bb3,0.5477
noteOn,6720,239,64:100,E4,E4,0.5477
noteOn,7200,239,67:100,G4,G4,0.5477
noteOn,7200,239,70:100,Bb4,Bb4,0.5477
noteOn,7200,239,76:100,E5,E5,0.5477
noteOn,7200,239,51:100,Eb3,Eb3,0.5477
noteOn,7200,239,58:100,Bb3,Bb3,0.5477
noteOn,7200,239,64:100,E4,E4,0.5477
noteOn,7680,239,67:100,G4,G4,0.5477
noteOn,7680,239,70:100,Bb4,Bb4,0.5477
noteOn,7680,239,75:100,Eb5,Eb5,0.5477
noteOn,7680,239,51:100,Eb3,Eb3,0.5477
noteOn,7680,239,58:100,Bb3,Bb3,0.5477
noteOn,7680,239,63:100,Eb4,Eb4,0.5477
noteOn,8160,239,67:100,G4,G4,0.3651
noteOn,8160,239,70:100,Bb4,Bb4,0.3651
noteOn,8160,239,73:100,Db5,Db5,0.3651
noteOn,8160,239,51:100,Eb3,Eb3,0.3651
noteOn,8160,239,58:100,Bb3,Bb3,0.3651
noteOn,8160,239,61:100,Db4,Db4,0.3651
noteOn,8640,119,83:90,B5,B5,0.4108
noteOn,8640,239,44:90,Ab2,Ab2,0.4108
noteOn,8760,119,87:90,Eb6,Eb6,0.3651
noteOn,8880,119,83:90,B5,B5,0.3651
noteOn,9000,119,80:90,Ab5,Ab5,0.3651
noteOn,9120,119,80:90,Ab5,Ab5,0.3651
noteOn,9120,1919,56:90,Ab3,Ab3,0.3651
noteOn,9120,1919,59:90,B3,B3,0.3651
noteOn,9120,1800,63:90,Eb4,Eb4,0.3651
noteOn,9240,119,83:90,B5,B5,0.2282
noteOn,9360,119,80:90,Ab5,Ab5,0.2282
noteOn,9480,119,75:90,Eb5,Eb5,0.2282
noteOn,9600,119,75:90,Eb5,Eb5,0.2282
noteOn,9720,119,80:90,Ab5,Ab5,0.2282
noteOn,9840,119,75:90,Eb5,Eb5,0.2282
noteOn,9960,119,71:90,B4,B4,0.2282
noteOn,10080,119,71:90,B4,B4,0.2282
noteOn,10200,119,75:90,Eb5,Eb5,0.2282
noteOn,10320,119,71:90,B4,B4,0.2282
noteOn,10440,119,68:90,Ab4,Ab4,0.2282
noteOn,10560,119,68:90,Ab4,Ab4,0.4108
noteOn,10680,119,71:90,B4,B4,0.3651
noteOn,10800,119,68:90,Ab4,Ab4,0.3195
noteOn,10920,119,63:90,Eb4,Eb4,0.2739
noteOn,11040,78,67:90,G4,G4,0.3195
noteOn,11040,78,70:90,Bb4,Bb4,0.3195
noteOn,11040,239,51:90,Eb3,Eb3,0.3195
noteOn,11040,239,58:90,Bb3,Bb3,0.3195
noteOn,11040,239,63:90,Eb4,Eb4,0.3195
noteOn,11520,119,83:90,B5,B5,0.4108
noteOn,11520,239,44:90,Ab2,Ab2,0.4108
noteOn,11640,119,87:90,Eb6,Eb6,0.3651
noteOn,11760,119,83:90,B5,B5,0.3651
noteOn,11880,119,80:90,Ab5,Ab5,0.3651
noteOn,12000,119,80:90,Ab5,Ab5,0.3651
noteOn,12000,1919,56:90,Ab3,Ab3,0.3651
noteOn,12000,1919,59:90,B3,B3,0.3651
noteOn,12000,1800,63:90,Eb4,Eb4,0.3651
noteOn,12120,119,83:90,B5,B5,0.2282
noteOn,12240,119,80:90,Ab5,Ab5,0.2282
noteOn,12360,119,75:90,Eb5,Eb5,0.2282
noteOn,12480,119,75:90,Eb5,Eb5,0.2282
noteOn,12600,119,80:90,Ab5,Ab5,0.2282
noteOn,12720,119,75:90,Eb5,Eb5,0.2282
noteOn,12840,119,71:90,B4,B4,0.2282
noteOn,12960,119,71:90,B4,B4,0.2282
