type,tickOffset,tickLength,valueRaw,valuePretty,canonical,density
ticksPerQuarter,0,0,384,384,,
keySignature,0,0,0:0,C Major,,
timeSignature,0,0,4:4,4/4,,
setTempo,0,0,512820,117.000117000117,,
noteOn,1503,29,48:91,C3,C3,0.4082
noteOn,1506,1687,36:91,C2,C2,0.3572
noteOn,1596,48,48:79,C3,C3,0.4082
noteOn,1667,74,55:74,G3,G3,0.4082
noteOn,1730,59,60:69,C4,C4,0.4082
noteOn,1739,1421,48:74,C3,C3,0.3572
noteOn,1786,21,64:75,E4,E4,0.3572
noteOn,1852,46,60:82,C4,C4,0.3572
noteOn,1924,71,67:81,G4,G4,0.3572
noteOn,1977,67,72:69,C5,C5,0.3572
noteOn,2046,20,76:79,E5,E5,0.4082
noteOn,2102,24,72:83,C5,C5,0.4082
noteOn,2155,75,79:85,G5,G5,0.4082
noteOn,2216,61,84:76,C6,C6,0.4082
noteOn,2275,22,88:77,E6,E6,0.4082
noteOn,2328,43,84:82,C6,C6,0.4082
noteOn,2371,33,86:34,D6,D6,0.4082
noteOn,2387,54,91:76,G6,G6,0.3572
noteOn,2438,73,96:78,C7,C7,0.3572
noteOn,2508,57,100:85,E7,E7,0.3572
noteOn,2565,52,96:72,C7,C7,0.3572
noteOn,2614,36,91:80,G6,G6,0.3572
noteOn,2693,43,84:68,C6,C6,0.4082
noteOn,2744,57,88:85,E6,E6,0.3572
noteOn,2800,68,84:71,C6,C6,0.3572
noteOn,2851,26,79:71,G5,G5,0.3572
noteOn,2915,35,72:65,C5,C5,0.4082
noteOn,2968,47,76:76,E5,E5,0.3572
noteOn,3017,63,72:65,C5,C5,0.3572
noteOn,3065,30,67:66,G4,G4,0.3062
noteOn,3135,25,60:66,C4,C4,0.3572
noteOn,3187,51,64:80,E4,E4,0.3572
noteOn,3248,77,60:68,C4,C4,0.3572
noteOn,3292,89,55:75,G3,G3,0.3572
noteOn,3364,47,48:78,C3,C3,0.3572
noteOn,3455,645,41:95,F2,F2,0.4082
noteOn,3456,961,29:89,F1,F1,0.3572
noteOn,3543,56,48:75,C3,C3,0.4082
noteOn,3609,71,57:72,A3,A3,0.4082
noteOn,3676,57,60:80,C4,C4,0.4082
noteOn,3738,22,65:81,F4,F4,0.4082
noteOn,3793,31,60:80,C4,C4,0.4082
noteOn,3831,33,62:34,D4,D4,0.4082
noteOn,3858,51,69:82,A4,A4,0.3572
noteOn,3911,53,72:77,C5,C5,0.3572
noteOn,3969,20,77:78,F5,F5,0.3572
noteOn,4020,38,72:77,C5,C5,0.3572
noteOn,4077,59,81:76,A5,A5,0.4593
noteOn,4130,62,84:85,C6,C6,0.4593
noteOn,4190,29,89:81,F6,F6,0.4593
noteOn,4252,22,84:84,C6,C6,0.4593
noteOn,4304,57,93:80,A6,A6,0.4593
noteOn,4360,64,96:83,C7,C7,0.4593
noteOn,4422,951,42:97,F#2,Gb2,0.4593
noteOn,4428,927,30:82,F#1,Gb1,0.4082
noteOn,4435,54,100:89,E7,E7,0.3572
noteOn,4499,60,96:82,C7,C7,0.3572
noteOn,4554,23,93:77,A6,A6,0.3572
noteOn,4606,42,84:76,C6,C6,0.3572
noteOn,4672,49,88:83,E6,E6,0.3572
noteOn,4720,65,84:76,C6,C6,0.3572
noteOn,4778,27,81:75,A5,A5,0.3572
noteOn,4828,29,72:72,C5,C5,0.3572
noteOn,4896,62,76:83,E5,E5,0.3062
noteOn,4959,65,72:81,C5,C5,0.3062
noteOn,5022,30,69:76,A4,A4,0.3062
noteOn,5077,47,60:73,C4,C4,0.3572
noteOn,5152,83,62:84,D4,D4,0.3572
noteOn,5210,82,60:84,C4,C4,0.3572
noteOn,5286,80,57:77,A3,A3,0.3572
noteOn,5354,23,48:79,C3,C3,0.3572
noteOn,5427,467,31:83,G1,G1,0.3572
noteOn,5427,321,43:90,G2,G2,0.3572
noteOn,5509,54,47:74,B2,B2,0.3572
noteOn,5580,94,55:79,G3,G3,0.4593
noteOn,5644,66,59:63,B3,B3,0.5103
noteOn,5709,21,62:85,D4,D4,0.5103
noteOn,5771,17,59:81,B3,B3,0.4593
noteOn,5835,77,67:75,G4,G4,0.6124
noteOn,5850,25,65:52,F4,F4,0.5613
noteOn,5905,69,71:79,B4,B4,0.5613
noteOn,5928,63,42:89,F#2,Gb2,0.5103
noteOn,5933,286,30:79,F#1,Gb1,0.4593
noteOn,5970,26,74:87,D5,D5,0.4593
